,name,rating
1216,Aloft Dallas Love Field,4.3
1217,Indian Head Resort,4.3
1218,Best Western Plus Plattsburgh,4.4
1219,Mandalay bay,3.4
1220,The St. Regis Deer Valley,4.6
1221,The Gates Hotel Key West,4.2
1222,Quality Inn,4.1
1223,The Ranch at Rock Creek,4.8
1224,Hilton Alexandria Old Town,4.3
1225,SpringHill Suites by Marriott Coeur d'Alene,4.6
1226,"The Ritz-Carlton, Denver",4.5
1227,2969 Paradise Valley Rd,
1228,Ayres Suites Yorba Linda,4.6
1229,Westgate Vacation Villas Resort,4.2
1230,Holiday Inn Valdosta Conference Center,4.3
1231,Embassy Suites by Hilton Phoenix Scottsdale,4.4
1232,Best Western Plus Tree House,4.4
1233,TOWER23 Hotel,4.5
1234,The St. Regis Aspen Resort,4.5
1235,Clarion Inn Harpers Ferry-Charles Town,4.3
1236,Super 8 by Wyndham Chicago O'Hare Airport,3.8
1237,The Coeur d'Alene Resort,4.5
1238,Hampton Inn Green Bay Downtown,4.3
1239,Best Western Harker Heights,4.5
1240,Grand Hyatt Kauai Resort & Spa,4.7
1241,Four Seasons Hotel Austin,4.6
1242,"HOTEL PASEO, Autograph Collection",4.7
1243,Cambria Hotel Phoenix Chandler-Fashion Center,4.6
1244,The Resort at The Mountain,4.1
1245,Home2 Suites by Hilton Rock Hill,4.2
1246,Homewood Suites by Hilton Philadelphia-Valley Forge,4.4
1247,Four Points by Sheraton Jacksonville Beachfront,4.5
1248,Redwood Suites Hotel,4.4
1249,Tesla Destination Charger,
1250,"Four Seasons Hotel Westlake Village, California",4.7
1251,Ayres Hotel Chino Hills,4.5
1252,Chaminade Resort & Spa,4.2
1253,Bardessono,4.7
1254,Hyatt House San Jose / Cupertino,4.5
1255,Cambria Hotel Columbus - Polaris,4.3
1256,"The San Luis Resort, Spa and Conference Center",4.4
1257,Embassy Suites by Hilton Myrtle Beach Oceanfront Resort,4.3
1258,The Mill Casino • Hotel & RV Park,4.1
1259,TownePlace Suites by Marriott Nashville Smyrna,4.6
1260,Westward Look Wyndham Grand Resort and Spa,4.3
1261,"Beaver Creek Lodge, Autograph Collection",4.6
1262,Bunn House,4.9
1263,Woodstock Inn & Resort,4.6
1264,The Breakers Palm Beach,4.8
1265,The Founders Inn and Spa,3.9
1266,Paradise Valley Resort,4.7
1267,Stowe Mountain Resort,4.4
1268,Hotel Bel-Air,4.6
1269,Edgewater Beach & Golf Resort,4.2
1270,Hampton Inn Rome,4.5
1271,Hyatt Place Dallas/Allen,4.4
1272,Comfort Inn,3.9
1273,Holiday Inn Express & Suites Kingdom City,4.6
1274,Crater Lake Resort,4.5
1275,Holiday Inn Atlanta Airport South,4.1
1276,Super 8 by Wyndham Russellville,3.8
1277,Bearskin Lodge,4.8
1278,Winvian,4.6
1279,La Quinta Inn & Suites by Wyndham Sebring,4.4
1280,Hampton Inn Kingston,4.4
1281,"Renaissance Minneapolis Hotel, The Depot",4.5
1282,LEVEL Los Angeles,4.4
1283,TownePlace Suites by Marriott Austin Round Rock,4.6
1284,"Hotel del Coronado, Curio Collection by Hilton",4.5
1285,Ayres Hotel Manhattan Beach/Hawthorne,4.5
1286,Hotel Bellwether,4.5
1287,Congress Hall,4.4
1288,Hampton Inn & Suites Corpus Christi I-37 - Navigation Blvd.,4.2
1289,Salamander Resort & Spa,4.5
1290,Dry Creek Vineyard,4.8
1291,The Rusty Parrot Lodge,4.6
1292,Gull~Wing~Inn has a 2 night minimum,4.9
1293,Driftwood Shores Resort and Conference Center,4.0
1294,Walden Hall,4.8
1295,"West Wing Hotel, Ascend Hotel Collection",4.4
1296,Hampton Inn & Suites Tilton,4.5
1297,Hilton Phoenix/Chandler,4.5
1298,"The Ritz-Carlton, Tysons Corner",4.6
1299,SpringHill Suites by Marriott Cincinnati Midtown,4.3
1300,Blue Swallow Motel,4.8
1301,Pendry San Diego,4.6
1302,Sheraton Dallas Hotel by the Galleria,4.1
1303,SpringHill Suites by Marriott Fairfax Fair Oaks,4.3
1304,Hampton Inn & Suites Downtown St. Paul,4.4
1305,Best Western Plus Abbey Inn,4.6
1306,The Point Hotel & Suites,4.3
1307,"Casa Monica Resort & Spa, Autograph Collection",4.4
1308,French Lick Resort,4.5
1309,Best Western Plus Safford,4.3
1310,Kimpton Hotel Monaco Portland,4.6
1311,Holiday Inn Express & Suites Portland Airport,4.5
1312,Fashion Island Hotel Newport Beach,4.6
1313,Best Western Plus Longbranch Hotel & Convention Center,4.3
1314,Comfort Suites Barstow Near I-15,4.5
1315,Hampton Inn Cape Cod Canal,4.4
1316,AC Hotel by Marriott Bloomington Mall of America,4.6
1317,JW Marriott Atlanta Buckhead,4.5
1318,Depot Inn & Suites,4.8
1319,Marriott St. Louis Airport,4.1
1320,The Grand Hotel at the Grand Canyon,4.1
1321,Oregon Garden Resort,4.5
1322,Seven Sebring Raceway Hotel,4.2
1323,Hyatt Place Corpus Christi,4.1
1324,Legacy Vacation Resort Orlando-Kissimmee,4.1
1325,Homewood Suites by Hilton Atlanta/Perimeter Center,4.3
1326,TownePlace Suites by Marriott Sioux Falls,4.3
1327,Holiday Inn Express & Suites Prattville South,4.2
1328,Kimber Modern Boutique Hotel,4.9
1329,Best Western Leesburg Hotel & Conference Center,3.9
1330,Hampton Inn & Suites Grove City,4.5
1331,Kenyon Inn & Restaurant,4.5
1332,Hampton Inn & Suites Denver/Airport-Gateway Park,4.5
1333,Tru by Hilton Pigeon Forge,4.1
1334,Lake Austin Spa Resort,4.4
1335,New York Hilton Midtown,4.1
1336,Homewood Suites by Hilton College Station,4.4
1337,Holiday Inn Austin Conference Center,4.2
1338,Kimpton Rouge Hotel,4.0
1339,Mystic Marriott Hotel & Spa,4.4
1340,Holiday Inn Express Ellensburg,4.5
1341,Element Boulder Superior,4.7
1342,The Dahlonega Square Hotel & Villas,4.6
1343,The Lodge at Mountaineer Square,4.5
1344,Greenstay Hotel & Suites,4.3
1345,"Mandarin Oriental, Washington D.C.",4.6
1346,Running Y Ranch Resort,4.5
1347,Residence Inn by Marriott Dallas at The Canyon,4.3
1348,Hampton Inn Hays-North of I-70,4.2
1349,La Quinta Inn & Suites by Wyndham Bay City,4.2
1350,Mohegan Sun,4.5
1351,Dancing Bear Lodge Townsend,4.4
1352,Best Western Plus West Akron Inn & Suites,3.7
1353,Residence Inn by Marriott Pinehurst Southern Pines,4.3
1354,The Westin Atlanta Perimeter North,4.4
1355,"Grand Bohemian Hotel Asheville, Autograph Collection",4.6
1356,"The Ritz-Carlton Bal Harbour, Miami",4.6
1357,Courtyard by Marriott Lake Jackson,4.4
1358,Hyatt Centric Fisherman's Wharf San Francisco,4.3
1359,Embassy Suites by Hilton Saratoga Springs,4.6
1360,Home2 Suites By Hilton El Paso Airport,4.5
1361,Holiday Inn Express & Suites Pullman,4.5
1362,Holiday Inn St. Augustine - Historic,4.0
1363,Hilton Garden Inn Jackson,4.4
1364,Hampton Inn Garden City Long Island,4.3
1365,Jamestown Hotel and Restaurant,4.5
1366,Stones Throw Hotel and Restaurant,4.5
1367,Holiday Inn Express & Suites St. Louis West - Fenton,4.2
1368,"The Bethesdan Hotel, Tapestry Collection by Hilton",4.1
1369,Hampton Inn & Suites Kansas City-Country Club Plaza,4.2
1370,Hyatt House Santa Clara,4.4
1371,LuLu’s Gulf Shores,4.4
1372,"Country Inn & Suites by Radisson, Roanoke, VA",4.4
1373,Kimpton Hotel Van Zandt,4.5
1374,Hampton Inn Benson,4.6
1375,Four Seasons Hotel Las Vegas,4.7
1376,Wine & Roses,4.5
1377,Waldorf Astoria Atlanta Buckhead,4.6
1378,Best Western Padre Island,4.1
1379,Best Western Maple City Inn,4.2
1380,Spartanburg Marriott,4.4
1381,Hilton Orlando-Bonnet Creek Resort,4.5
1382,"Bluegreen Vacations The Soundings, Ascend Resort Collection",4.4
1383,Nobu Hotel Palo Alto,4.5
1384,Windsor Court Hotel,4.7
1385,Borgata,4.5
1386,Ramada by Wyndham Selma/Smithfield I-95,4.2
1387,Home2 Suites by Hilton McAllen,4.5
1388,"Park Hyatt Aviara Resort, Golf Club & Spa",4.7
1389,Aloft Raleigh,4.5
1390,Super 8 by Wyndham Cooke City Yellowstone Park Area,4.1
1391,Best Western Plus Pasadena Inn & Suites,4.6
1392,W Boston,4.3
1393,MGM Springfield,3.9
1394,Hampton Inn El Centro,4.3
1395,"Hyatt Carmel Highlands, Overlooking Big Sur Coast & Highlands Inn, A Hyatt Residence Club",4.5
1396,"The Davenport Tower, Autograph Collection",4.5
1397,The Westin Princeville Ocean Resort Villas,4.4
1398,McKenzie Orchards Bed and Breakfast Inn,4.7
1399,The Cliffs Hotel and Spa,4.5
1400,The Moorings Village,4.6
1401,Home2 Suites by Hilton Leavenworth Downtown,4.5
1402,Le Méridien Atlanta Perimeter,4.4
1403,Holiday Inn Tulsa City Center,4.0
1404,The Broadmoor,4.7
1405,Seattle Marriott Waterfront,4.3
1406,"The Ritz-Carlton, Bachelor Gulch",4.6
1407,TownePlace Suites by Marriott Buffalo Airport,4.3
1408,Sea Ranch Lodge,4.1
1409,DoubleTree by Hilton Hotel Denver - Aurora,4.1
1410,Holiday Inn Express & Suites Bloomington - Normal,4.2
1411,Hampton Inn Ashtabula,4.3
1412,Marriott's Desert Springs Villas I,4.7
1413,Hilton Garden Inn Oakland/San Leandro,4.0
1414,Hilton Long Island/Huntington,4.1
1415,Avid Hotels Lancaster,4.5
1416,Ayres Hotel & Spa Moreno Valley,4.6
1417,"Hyatt Regency Chesapeake Bay Golf Resort, Spa And Marina",4.5
1418,Howard's LakeShore Inn,4.3
1419,Hyatt Regency Wichita,4.4
1420,Best Western Plus La Mesa San Diego,4.3
1421,Interstate Inn,4.4
1422,Holiday Inn & Suites Shenandoah,4.5
1423,Hampton Inn & Suites by Hilton Miami Brickell Downtown,4.6
1424,Hampton Inn Spokane,4.4
1425,Hawthorn Suites by Wyndham Louisville/Jeffersontown,4.2
1426,Tru by Hilton McDonough,4.4
1427,Homewood Suites by Hilton Minneapolis-New Brighton,4.5
1428,Best Western Plus Cedar City,4.7
1429,Element Denver Downtown East,4.5
1430,Home2 Suites by Hilton Harvey,4.6
1431,Hyatt Regency Huntington Beach Resort And Spa,4.6
1432,Embarc Sandestin,4.6
1433,Homewood Suites by Hilton Allentown Bethlehem Center Valley,4.7
1434,RSVP Hotel,4.6
1435,Home2 Suites by Hilton Roseville Minneapolis,4.5
1436,Hotel Indigo Naperville Riverwalk,4.6
1437,The Cottage At Winjes Farm,4.6
1438,Seascape Beach Resort,4.5
1439,Hotel Azure Tahoe,4.4
1440,Hyatt Place Salt Lake City/Lehi,4.5
1441,Queen Annes Cottages,4.5
1442,Hampton Inn & Suites Salt Lake City/Farmington,4.5
1443,La Quinta Inn & Suites by Wyndham Paducah,4.4
1444,Sandrift Resort,4.2
1445,Hampton Inn Amesbury,4.5
1446,Hilton Richmond Hotel & Spa/Short Pump,4.5
1447,Hampton Inn Oneonta,4.4
1448,Hampton Inn Killeen,4.1
1449,The St. Regis Houston,4.6
1450,Eldorado Resort Casino,4.2
1451,The Huntley Hotel Santa Monica Beach,4.5
1452,Best Western Plus Ardmore Inn & Suites,4.5
1453,Hampton Inn & Suites Leavenworth,4.4
1454,Comfort Suites Sarasota-Siesta Key,4.5
1455,Renaissance Charlotte Suites Hotel,4.3
1456,Hampton Inn Clinton,4.2
1457,Belmond Charleston Place,4.7
1458,Tesla Destination Charger,
1459,Le Méridien Charlotte,4.1
1460,Best Western Plus Duncanville Dallas,4.3
1461,The Jacqueline House of Wilmington,5.0
1462,Heads In Beds,4.7
1463,Best Western Beachside Resort,4.1
1464,Semiahmoo Resort,4.3
1465,Four Points by Sheraton Downtown Seattle Center,4.0
1466,Hampton Inn & Suites Reno West,4.4
1467,LivINN Hotel Cincinnati / Sharonville Convention Center,4.2
1468,Homewood Suites By Hilton Houston Memorial,4.6
1469,Two Bunch Palms,4.3
1470,Hyatt House Naples/5th Avenue,4.4
1471,Allegretto Vineyard Resort Paso Robles,4.6
1472,Holiday Inn Express Naples South - I-75,4.1
1473,Best Western Rochester Marketplace Inn,4.0
1474,Depot Inn & Suites,4.8
1475,Tarrytown House Estate on The Hudson,4.2
1476,Super 8 by Wyndham Ukiah,3.8
1477,Holiday Inn Express & Suites Sandusky,4.3
1478,Red Lion Hotel on the River Jantzen Beach,4.1
1479,Fairfield Inn & Suites by Marriott Little Rock Benton,4.3
1480,Legacy Vacation Resort Brigantine Beach,3.9
1481,Primland,4.8
1482,Renaissance Arlington Capital View Hotel,4.3
1483,Fairfield Inn & Suites by Marriott Dallas Plano North,4.5
1484,Homewood Suites by Hilton New Braunfels,4.5
1485,Lake Arrowhead Resort and Spa,4.2
1486,Best Western Plus Yosemite Gateway Inn,4.4
1487,Hotel Indigo Baltimore Downtown,4.4
1488,Hilton Garden Inn Las Vegas Strip South,4.3
1489,Best Western Plus Morristown Inn,4.5
1490,Tesla Destination Charger,
1491,Christopher Place Resort,4.8
1492,Pismo Lighthouse Suites,4.6
1493,Tivoli Lodge,4.5
1494,Antrim 1844,4.6
1495,Home2 Suites by Hilton El Reno,4.5
1496,Residence Inn by Marriott Phoenix Chandler/South,4.5
1497,North Beach Resort & Villas,4.5
1498,Hampton Inn & Suites Mary Esther-Fort Walton Beach,4.3
1499,Hampton Inn Corning/Painted Post,4.4
1500,Sheraton Albuquerque Uptown,4.2
1501,Days Inn by Wyndham Ukiah,3.5
1502,Fairfield Inn & Suites by Marriott Louisville North,4.0
1503,Steeles Tavern Manor,5.0
1504,La Quinta Inn & Suites by Wyndham-Brookshire-West Katy,4.0
1505,Fremont Marriott Silicon Valley,4.3
1506,Four Points by Sheraton Columbus Ohio Airport,4.0
1507,Grand Lodge on Peak 7,4.6
1508,GrandStay® Hotel & Suites - New London-Spicer,4.1
1509,The Casitas Estate,4.9
1510,Residences at The Little Nell,4.8
1511,Oxford Suites Sonoma County - Rohnert Park,4.5
1512,Candlewood Suites Sayre,4.2
1513,Icon Parking,3.0
1514,Sheraton Suites Akron Cuyahoga Falls,4.5
1515,Home2 Suites by Hilton Atlanta Newnan,4.5
1516,Gaylord Opryland Resort & Convention Center,4.5
1517,Holiday Inn Express Roseville-St. Paul,4.5
1518,Fairfield Inn & Suites by Marriott Rochester West/Greece,4.4
1519,Special Events at The Ritz-Carlton Amelia Island,5.0
1520,Grand Traverse Resort and Spa,4.3
1521,The Orleans Hotel & Casino,4.2
1522,OHANA Waikiki East by Outrigger,4.0
1523,Holiday Inn Express & Suites la Porte,4.0
1524,Hampton Inn & Suites Fort Myers-Colonial Blvd.,4.6
1525,Kalahari Resorts Poconos,4.4
1526,Hyatt Place Augusta,4.5
1527,Harbor View Hotel,4.4
1528,Grand Canyon Railway & Hotel,4.5
1529,Silverado Resort,4.4
1530,Royal Blues Hotel Relais & Chateaux,4.5
1531,The Stonehaus,4.5
1532,Hilton Madison Monona Terrace,4.4
1533,Hampton Inn Plant City,4.6
1534,Hyatt Place Richmond/Chester,4.1
1535,Hampton Inn & Suites Tacoma/Puyallup,4.2
1536,Spa At Kingsmill,4.7
1537,Foster Harris House,5.0
1538,Ayres Lodge Alpine,4.5
1539,1622 Forest Pl,
1540,Hampton Inn Nashville-I-24 Hickory Hollow,4.4
1541,"The Standard, Hollywood",4.2
1542,"Renaissance Minneapolis Hotel, The Depot",4.5
1543,Hampton Inn & Suites Los Angeles Burbank Airport,4.1
1544,Waldorf Astoria Orlando,4.6
1545,Hilton Garden Inn Florence,4.4
1546,Coronado Island Marriott Resort & Spa,4.5
1547,Best Western Harvest Inn & Suites,4.4
1548,"Epicurean Hotel, Autograph Collection",4.7
1549,LOFT Restaurant- at NYLO Hotel Las Colinas,3.0
1550,Sheraton Ann Arbor Hotel,4.3
1551,Marriott Irvine Spectrum,4.5
1552,Residence Inn by Marriott Poughkeepsie,4.3
1553,"Hampton Inn Crystal River, FL",4.6
1554,Holiday Inn Express & Suites Concord,4.2
1555,Ramada by Wyndham Sunnyvale/Silicon Valley,3.5
1556,SpringHill Suites by Marriott Las Vegas Convention Center,4.4
1557,Twin Pine Casino & Hotel,4.1
1558,Tru By Hilton Denver Airport Tower Road,4.2
1559,Red Lion Inn & Suites Susanville,4.3
1560,Best Western Plus Bayside Hotel,4.5
1561,Comfort Inn & Suites Branson Meadows,4.6
1562,Radisson Hotel Santa Maria,4.3
1563,The Atlantic Hotel & Spa,4.3
1564,DoubleTree by Hilton Grand Hotel Biscayne Bay,4.2
1565,Holiday Inn Express & Suites Mount Arlington-Rockaway Area,4.2
1566,Little River Inn,4.6
1567,Hoyt House Bed and Breakfast,4.8
1568,Hilton Fort Lauderdale Marina,3.9
1569,Hollis Business Center - Lot #3,1.5
1570,Courtyard by Marriott Louisville Downtown,4.2
1571,Hyatt Place Atlanta/Cobb Galleria,4.2
1572,The Cloister at Sea Island,4.7
1573,Ocean Key Resort & Spa,4.6
1574,Holiday Inn Express Bentleyville,4.4
1575,Balboa Bay Resort,4.6
1576,Comfort Suites,4.4
1577,WildSpring Guest Habitat,4.7
1578,Hampton Inn Oklahoma City Northeast,4.6
1579,Hotel San José,4.6
1580,"The Standard Spa, Miami Beach",4.5
1581,Red Lion Hotel Coos Bay,3.9
1582,Holiday Inn Yakima,4.2
1583,Courtyard by Marriott Dallas Plano Parkway at Preston Road,4.1
1584,Casa Madrona Hotel & Spa,4.3
1585,Ayres Hotel Anaheim,4.5
1586,Holiday Inn Express & Suites Cincinnati NE - Redbank Road,4.1
1587,Days Inn & Suites by Wyndham Gresham,3.6
1588,Hilton Garden Inn Fort Walton Beach,4.5
1589,Hampton Inn & Suites Yonkers - Westchester,4.4
1590,NYC Parking 165 East Parking Corp.,3.6
1591,Best Western Center Pointe Inn,4.3
1592,Luxe Sunset Boulevard Hotel,4.4
1593,Four Seasons Hotel Denver,4.6
1594,Holiday Inn Christiansburg Blacksburg,4.4
1595,The Madison Club,4.3
1596,Deerhill Inn,4.9
1597,Hyatt Regency Hill Country Resort And Spa,4.6
1598,Best Western Premier Ankeny Hotel,4.5
1599,Esalen Institute,4.1
1600,Surfcomber On The Ocean,4.7
1601,Hyatt Place West Palm Beach/Downtown,4.3
1602,Princess Royale Oceanfront Resort,4.5
1603,Bristol Harbour Marina,4.3
1604,Elan Hotel,4.4
1605,Waikiki Sand Villa Hotel,3.9
1606,GreenTree Inn & Suites Longview South I-20,3.7
1607,"Auberge Residences at Element 52, Auberge Resorts Collection",4.8
1608,Fairfield Inn & Suites by Marriott Elmira Corning,4.5
1609,Holiday Inn Express Sheboygan-Kohler (I-43),4.3
1610,OHANA Waikiki Malia by Outrigger,4.0
1611,Hyatt Place Fremont/Silicon Valley,4.3
1612,Best Western The Plaza Hotel,3.8
1613,"Waldorf Astoria Park City, UT",4.6
1614,Holiday Inn Express & Suites Sterling,4.5
1615,Oxford Suites Spokane,4.5
1616,Grand Superior Lodge,4.4
1617,Hampton Inn Washington-Downtown-Convention Center,4.3
1618,Sea Lord Hotel,4.4
1619,The Main Dining Room at The Greenbrier,2.0
1620,Hilton Grand Vacations on Paradise (Convention Center),4.4
1621,Mission Inn Garage,3.1
1622,Holiday Inn Express & Suites Minneapolis (Golden Valley),4.4
1623,DoubleTree by Hilton Hotel Bloomington,4.4
1624,Las Vegas Marriott,4.4
1625,Ocean House,4.6
1626,White Eagle Resort,5.0
1627,Best Western Plus Bolivar Hotel & Suites,4.6
1628,The London West Hollywood at Beverly Hills,4.6
1629,Residence Inn by Marriott Sandestin at Grand Boulevard,4.5
1630,Clarion Hotel & Conference Center,3.8
1631,Rocket Motel,4.7
1632,The Peerless Hotel,4.5
1633,Gordon Lodge,4.6
1634,Wingate by Wyndham Louisville East,4.2
1635,Hearst Castle,4.6
1636,Hyatt Regency San Antonio Riverwalk,4.5
1637,Ala Moana Honolulu by Mantra,4.1
1638,Best Western Inn at the Meadows,4.1
1639,Gateway Canyons Resort & Spa,4.6
1640,SpringHill Suites by Marriott Coeur d'Alene,4.6
1641,"Water Street Hotel & Marina, Ascend Hotel Collection",4.4
1642,The Cook Hotel and Conference Center at LSU,4.5
1643,Zion National Park Lodge,4.5
1644,SpringHill Suites by Marriott Charlotte Ballantyne,4.4
1645,Oglebay,4.3
1646,SpringHill Suites by Marriott Great Falls,4.5
1647,Best Western Kirkwood Inn,4.4
1648,The Guesthouse Hotel,4.8
1649,Blackwater Falls State Park,4.8
1650,The Umstead Hotel and Spa,4.7
1651,SpringHill Suites by Marriott Murray,4.4
1652,Courtyard by Marriott Hadley Amherst,4.4
1653,Best Western Corvallis,4.2
1654,The Ambrose Hotel Santa Monica,4.5
1655,Club Wyndham Patriots’ Place,4.2
1656,Best Western Wesley Inn & Suites,4.4
1657,TownePlace Suites by Marriott Cleveland Solon,4.6
1658,Hilton Portland Downtown,4.2
1659,Pacific Palms Resort,4.4
1660,Black Oak Casino Resort,4.2
1661,524 Aviation Rd,
1662,"The Ritz-Carlton, Dove Mountain",4.7
1663,Gurney's Montauk Resort & Seawater Spa,4.3
1664,Olea Hotel,4.8
1665,Hotel Indigo Tuscaloosa Downtown,4.3
1666,Suite Dreams Hotel,3.8
1667,Kimpton Sawyer Hotel,4.5
1668,DoubleTree by Hilton Hotel Norwalk,4.0
1669,Best Western Sherwood Inn & Suites,4.2
1670,The Mermaid & The Alligator,4.9
1671,"Hotel Nia, Autograph Collection",4.5
1672,W Hollywood,4.3
1673,Viceroy Santa Monica,4.4
1674,Hampton Inn Huntington/Barboursville,4.3
1675,Holiday Inn Express Jacksonville Beach,4.3
1676,Hawthorn Suites by Wyndham Kingsland,4.0
1677,Lindsborg Vacation Rentals - Tradhuset,5.0
1678,Hilton Ocean City Oceanfront Suites,4.5
1679,Crowne Plaza Minneapolis Northstar Downtown,4.1
1680,Hampton Inn & Suites Sacramento-Elk Grove Laguna I-5,4.1
1681,Hilton Garden Inn Atlanta Marietta,4.3
1682,Holiday Inn Express & Suites Nashville Southeast - Antioch,4.4
1683,Ayres Hotel Costa Mesa/Newport Beach,4.4
1684,Loews Regency New York,4.4
1685,Embassy Suites by Hilton La Quinta Hotel & Spa,4.5
1686,Hampton Inn & Suites Portland-Pearl District,4.7
1687,Highlawn Pavilion,4.6
1688,Peacock Suites,4.3
1689,DoubleTree by Hilton Hotel Chattanooga Downtown,4.4
1690,Holiday Inn Express & Suites Hendersonville SE - Flat Rock,4.5
1691,Hilton Garden Inn Boulder,4.4
1692,Lesmeister Guesthouse,5.0
1693,"Country Inn & Suites by Radisson, Rochester-University Area, NY",3.7
1694,Mammoth 8050,4.8
1695,La Quinta Inn & Suites by Wyndham San Jose Airport,3.9
1696,Homewood Suites by Hilton Reno,4.3
1697,Eagle Mountain House & Golf Club,4.3
1698,Wequassett Resort and Golf Club,4.7
1699,Homewood Suites by Hilton Denver Tech Center,4.2
1700,Best Western Paducah Inn,4.1
1701,Beau Rivage Resort & Casino,4.4
1702,Holiday Inn Express & Suites Conway,4.1
1703,DoubleTree by Hilton Hotel Springfield,4.4
1704,Best Western Plus Marina Shores Hotel,4.3
1705,Days Inn by Wyndham Airport/Maine Mall,3.7
1706,Holiday Inn Express & Suites Okemos - University Area,4.5
1707,Mountain Comfort Bed and Breakfast,4.9
1708,Wingate by Wyndham Cincinnati-Blue Ash,4.3
1709,"Arizona Biltmore, A Waldorf Astoria Resort",4.6
1710,Holiday Inn Sioux Falls-City Centre,4.2
1711,Beaver Creek Landing by East West Hospitality,4.7
1712,Universal's Cabana Bay Beach Resort,4.5
1713,Hotel Niles,4.3
1714,7000 Lanier Islands Pkwy,
1715,Tesla Destination Charger,3.3
1716,Hotel Floyd,4.7
1717,Pechanga Resort Casino,4.4
1718,Royal Palms Resort and Spa,4.7
1719,L'Auberge Del Mar,4.6
1720,Homewood Suites by Hilton Orange New Haven,4.3
1721,Residence Inn by Marriott Lafayette,4.5
1722,Comfort Suites Southport - Oak Island,4.2
1723,Courtyard by Marriott Reno Downtown/Riverfront,4.4
1724,La Quinta Inn & Suites by Wyndham Kingwood Houston IAH Airpt,4.3
1725,The Westin La Paloma Resort & Spa,4.4
1726,The Resort At Pelican Hill,4.8
1727,Holiday Inn Express & Suites Mooresville - Lake Norman,4.2
1728,SpringHill Suites by Marriott Macon,4.3
1729,Pier House Resort & Spa,4.5
1730,Hyatt House At Anaheim Resort/Convention Center,4.5
1731,"Boca Beach Club, A Waldorf Astoria Resort",4.6
1732,Home2 Suites by Hilton Hanford Lemoore,4.6
1733,Hilton Garden Inn Panama City,4.2
1734,"Morrison House Old Town Alexandria, Autograph Collection",4.4
1735,DoubleTree by Hilton Hotel Binghamton,4.4
1736,Holiday Inn Express & Suites Amarillo West,4.4
1737,The Hotel Zags Portland,4.2
1738,Tachi Palace Casino Resort,4.2
1739,Boyne Highlands Resort,4.5
1740,The Park Central San Francisco,4.2
1741,SpringHill Suites by Marriott Houston Pearland,4.4
1742,The Abbey Resort,4.2
1743,Embarc Palm Desert,4.6
1744,Holiday Inn Express & Suites Decatur,4.4
1745,Oxford Suites Bellingham,4.6
1746,DoubleTree by Hilton Newark Fremont,4.2
1747,Bahama House,4.3
1748,Hampton Inn & Suites Rome,4.4
1749,Best Western Premier Energy Corridor,4.7
1750,The Skirvin Hilton Oklahoma City,4.5
1751,Ellington at Wachesaw Plantation East,4.0
1752,Holiday Inn South Jordan - Slc South,4.5
1753,Dolphin Bay Resort & Spa,4.7
1754,Tesla Destination Charger,
1755,Residence Inn by Marriott New York Manhattan/Central Park,4.4
1756,"SLS Hotel, a Luxury Collection Hotel, Beverly Hills",4.4
1757,Hampton Inn Vernon,4.5
1758,The Westin Richmond,4.5
1759,Super 8 by Wyndham San Bruno /SF Intl Arpt West,4.0
1760,Windermere on the Beach,4.6
1761,Holiday Inn Club Vacations at Desert Club Resort,4.4
1762,Holiday Inn Express & Suites Williams,4.1
1763,Marcus Whitman Hotel & Conference Center,4.4
1764,Icon Parking,3.0
1765,DoubleTree by Hilton Hotel Durango,4.4
1766,Torrance Marriott Redondo Beach,4.3
1767,Portland Marriott Downtown Waterfront,4.4
1768,Hotel Preston,3.8
1769,"Bohemian Hotel Celebration, Autograph Collection",4.4
1770,"Hyatt Regency Lake Tahoe Resort, Spa And Casino",4.5
1771,"The Westin Monache Resort, Mammoth",4.5
1772,"Bavarian Inn, Resort and Brewing Company",4.4
1773,Jiminy Peak Mountain Resort,4.4
1774,JW Marriott Marco Island Beach Resort,4.6
1775,Mt. Lassen / Shingletown KOA Holiday,4.7
1776,Basecamp Tahoe South,4.3
1777,Holiday Inn Express & Suites Atlanta Southwest-Fairburn,4.5
1778,Burke Mansion,5.0
1779,Indian Wells Resort Hotel,3.8
1780,Holiday Inn & Suites Rochester - Marketplace,4.2
1781,Home2 Suites by Hilton Nampa,4.4
1782,Hilton Garden Inn Atlanta/Peachtree City,4.4
1783,Fairmont Dallas,4.4
1784,Hilton Garden Inn Burbank Downtown,4.5
1785,Grand Geneva Resort & Spa,4.5
1786,The Moran CITYCENTRE,4.5
1787,Courtyard by Marriott Lynchburg,4.4
1788,FivePine Lodge and Spa,4.8
1789,Far View Lodge,4.1
1790,Thurston House Bed & Breakfast,4.6
1791,Hilton Garden Inn Atlanta East/Stonecrest,4.2
1792,Aloft New Orleans Downtown,4.3
1793,Fairfield Inn & Suites by Marriott Bloomsburg,4.5
1794,Renaissance Long Beach Hotel,4.3
1795,Fairfield Inn by Marriott Corning Riverside,4.1
1796,El Caribe Resort & Conference Center,3.8
1797,Grand Colorado on Peak 8,4.7
1798,Residence Inn by Marriott Cape Canaveral Cocoa Beach,4.4
1799,Hilton Clearwater Beach Resort & Spa,4.2
1800,Maple Hill Farm Inn and Conference Center,4.8
1801,Village Hotel on Biltmore Estate,4.7
1802,Hotel Flora and Fauna,4.7
